Mes;VENCIMENTO;LANCAMENTO;PAGAMENTO;DOCUMENTO;NF;CODIGO;FORNECEDOR;COMPLEMENTO;COD;HISTORICO;VALOR_HIST;JUROS;DESCONTOS;VALOR;RESTANTE;COD_G_HIST;G_HIST;CODIGO CONTABIL
4;01/04/2024;22/03/2024;01/04/2024;;;80;BAUER EXPRESS;;108;FRETES;106,99;0;0;106,99;=(K769+L769-M769-N769);13;FRETES;
4;01/04/2024;22/03/2024;01/04/2024;;;80;BAUER EXPRESS;;108;FRETES;1021,07;0;0;1021,07;=(K770+L770-M770-N770);13;FRETES;
4;01/04/2024;22/03/2024;01/04/2024;;;80;BAUER EXPRESS;;108;FRETES;1541,1;0;0;1541,1;=(K771+L771-M771-N771);13;FRETES;
4;01/04/2024;28/03/2024;01/04/2024;;;98;VIACAO CRUZEIRO DO SUL LTDA;;108;FRETES;4203,58;0;0;4203,58;=(K772+L772-M772-N772);13;FRETES;
4;01/04/2024;18/03/2024;01/04/2024;;;126;RODONAVES TRANSPORTES E ENCOMENDAS LTDA;;108;FRETES;2932,25;0;0;2932,25;=(K773+L773-M773-N773);13;FRETES;
4;01/04/2024;22/03/2024;01/04/2024;;;126;RODONAVES TRANSPORTES E ENCOMENDAS LTDA;;108;FRETES;130,54;0;0;130,54;=(K774+L774-M774-N774);13;FRETES;
4;01/04/2024;28/03/2024;01/04/2024;;;322;RJ SOLUCOES DE ILUMINACAO LTDA;;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;620;0;0;620;=(K775+L775-M775-N775);65;MANUTENCAO INSTALA?OES;
4;01/04/2024;18/03/2024;01/04/2024;;;80;BAUER EXPRESS;;108;FRETES;1216;0;0;1216;=(K776+L776-M776-N776);13;FRETES;
4;01/04/2024;22/03/2024;01/04/2024;;;80;BAUER EXPRESS;;108;FRETES;115,35;0;0;115,35;=(K777+L777-M777-N777);13;FRETES;
4;01/04/2024;04/03/2024;01/04/2024;21386/02;21386;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;19708,33;0;0;19708,33;=(K778+L778-M778-N778);121;ERVA MATE TIPO A E PALITO;
4;01/04/2024;11/03/2024;01/04/2024;;;80;BAUER EXPRESS;;108;FRETES;993,84;0;0;993,84;=(K779+L779-M779-N779);13;FRETES;
4;01/04/2024;11/03/2024;01/04/2024;;;312;A L ZULLI BALANCAS LTDA;;11;MANUTEN??O DE INSTALA??ES / MAQUINARIOS;309,1;0;0;309,1;=(K780+L780-M780-N780);65;MANUTENCAO INSTALA?OES;
4;01/04/2024;27/02/2024;01/04/2024;21228/03;21228;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;12461;0;0;12461;=(K781+L781-M781-N781);121;ERVA MATE TIPO A E PALITO;
4;01/04/2024;11/03/2024;01/04/2024;;;80;BAUER EXPRESS;;108;FRETES;66,84;0;0;66,84;=(K782+L782-M782-N782);13;FRETES;
4;01/04/2024;28/03/2024;01/04/2024;;;111;DESRATIZA??O;;132;FIXO;140;0;0;140;=(K783+L783-M783-N783);30;CONTROLE DE PRAGAS;
4;02/04/2024;02/04/2024;02/04/2024;;;324;CASA SAO PAULO;;130;DIVERSOS;100;0;0;100;=(K784+L784-M784-N784);204;PALLET;
4;02/04/2024;19/03/2024;02/04/2024;21584/01;21584;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;11750;0;0;11750;=(K785+L785-M785-N785);202;ERVA MATE TIPO C E PALITO;
4;02/04/2024;05/03/2024;02/04/2024;;;74;GOVERNO;;135;IMPOSTOS;188,59;0;0;188,59;=(K786+L786-M786-N786);56;DARE - SP ST;
4;02/04/2024;22/02/2024;02/04/2024;2687/04;2687;162;AZULMED INDUSTRIA E COMERCIO DE PRODUTOS DE PROTEC;;129;PRODUTO;56160;0;0;56160;=(K787+L787-M787-N787);126;GARRAFAS;
4;03/04/2024;04/03/2024;03/04/2024;11948/02;11948;11;ILUMET ILUMINACAO LTDA;;129;PRODUTO;4548,66;0;0;4548,66;=(K788+L788-M788-N788);4;BOMBAS;
4;03/04/2024;06/03/2024;03/04/2024;756/01;756;64;RB COMERCIO E INDUSTRIA LTDA;;104;MATERIA PRIMA;8696,49;0;0;8696,49;=(K789+L789-M789-N789);38;LIMAO TRITURADO;
4;03/04/2024;04/03/2024;03/04/2024;662095/01;662095;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;6054,95;0;0;6054,95;=(K790+L790-M790-N790);17;ESPECIARIAS;
4;03/04/2024;06/03/2024;03/04/2024;;;74;GOVERNO;;135;IMPOSTOS;615,74;0;0;615,74;=(K791+L791-M791-N791);50;ICMS;
4;03/04/2024;01/04/2024;03/04/2024;1;;323;CRIAR LEILOES E EVENTOS LTDA;;133;PUBLICIDADE;1666,67;0;0;1666,67;=(K792+L792-M792-N792);60;MATERIAL PUBLICITARIO;
4;03/04/2024;02/04/2024;03/04/2024;;;74;GOVERNO;;135;IMPOSTOS;703,95;0;0;703,95;=(K793+L793-M793-N793);118;ST;
4;03/04/2024;03/02/2024;03/04/2024;;;297;LIBERTY SEGUROS;;155;FROTA;1925,78;0;0;1925,78;=(K794+L794-M794-N794);195;SEGURO VAN 2;
4;03/04/2024;15/03/2024;03/04/2024;48077/01;48077;19;HOPPEN, HOPPEN & CIA LTDA;;104;MATERIA PRIMA;30360;454,39;0;30814,39;=(K795+L795-M795-N795);24;ERVA MATE TIPO B E PALITO;
4;03/04/2024;19/03/2024;03/04/2024;8596/02;8596;55;ERVATEIRA CASAGRANDE LTDA;;104;MATERIA PRIMA;20400;0;0;20400;=(K796+L796-M796-N796);24;ERVA MATE TIPO B E PALITO;
4;03/04/2024;01/12/2023;03/04/2024;;;92;SODEXO;;136;RH;11760;0;0;11760;=(K797+L797-M797-N797);9;CART?O ALIMENTA??O;
4;04/04/2024;03/04/2024;04/04/2024;;;74;GOVERNO;;135;IMPOSTOS;8,86;0;0;8,86;=(K798+L798-M798-N798);118;ST;
4;04/04/2024;10/01/2024;04/04/2024;MULHER/6;;9;INVENT ARTE E PROPAGANDA LTDA;;133;PUBLICIDADE;12000;0;0;12000;=(K799+L799-M799-N799);15;ADESIVO;
4;05/04/2024;05/04/2024;;;;42;GIANCARLO FERREIRA;;140;DESPESAS REPRESENTANTE;601,25;0;0;0;=(K800+L800-M800-N800);109;REFEI??O;
4;05/04/2024;05/04/2024;;;;43;ULISSES JUNIOR;;140;DESPESAS REPRESENTANTE;443,58;0;0;0;=(K801+L801-M801-N801);109;REFEI??O;
4;05/04/2024;05/04/2024;;;;43;ULISSES JUNIOR;;140;DESPESAS REPRESENTANTE;722;0;0;0;=(K802+L802-M802-N802);108;HOTEL;
4;05/04/2024;05/04/2024;;;;43;ULISSES JUNIOR;;140;DESPESAS REPRESENTANTE;3317,05;0;0;0;=(K803+L803-M803-N803);107;OUTRAS DESPESAS;
4;05/04/2024;05/04/2024;;;;37;JOS? ROBERTO DOS SANTOS;;140;DESPESAS REPRESENTANTE;178,7;0;0;0;=(K804+L804-M804-N804);106;PED?GIO;
4;05/04/2024;05/04/2024;;;;37;JOS? ROBERTO DOS SANTOS;;140;DESPESAS REPRESENTANTE;445,7;0;0;0;=(K805+L805-M805-N805);109;REFEI??O;
4;05/04/2024;05/04/2024;;;;37;JOS? ROBERTO DOS SANTOS;;140;DESPESAS REPRESENTANTE;2698,33;0;0;0;=(K806+L806-M806-N806);110;ABASTECIMENTO;
4;05/04/2024;05/04/2024;;;;37;JOS? ROBERTO DOS SANTOS;;140;DESPESAS REPRESENTANTE;1055,6;0;0;0;=(K807+L807-M807-N807);107;OUTRAS DESPESAS;
4;05/04/2024;05/04/2024;;;;40;FERNANDO COLAUTO;;140;DESPESAS REPRESENTANTE;2443,79;0;0;0;=(K808+L808-M808-N808);110;ABASTECIMENTO;
4;05/04/2024;05/04/2024;;;;40;FERNANDO COLAUTO;;140;DESPESAS REPRESENTANTE;505;0;0;0;=(K809+L809-M809-N809);108;HOTEL;
4;05/04/2024;05/04/2024;;;;40;FERNANDO COLAUTO;;140;DESPESAS REPRESENTANTE;300;0;0;0;=(K810+L810-M810-N810);107;OUTRAS DESPESAS;
4;05/04/2024;05/04/2024;;;;59;CLAUDIO PAGAN;;140;DESPESAS REPRESENTANTE;247,6;0;0;0;=(K811+L811-M811-N811);106;PED?GIO;
4;05/04/2024;05/04/2024;;;;43;ULISSES JUNIOR;;140;DESPESAS REPRESENTANTE;1934,91;0;0;0;=(K812+L812-M812-N812);110;ABASTECIMENTO;
4;05/04/2024;05/04/2024;;;;59;CLAUDIO PAGAN;;140;DESPESAS REPRESENTANTE;829,77;0;0;0;=(K813+L813-M813-N813);109;REFEI??O;
4;05/04/2024;05/04/2024;;;;59;CLAUDIO PAGAN;;140;DESPESAS REPRESENTANTE;5413,23;0;0;0;=(K814+L814-M814-N814);110;ABASTECIMENTO;
4;05/04/2024;05/04/2024;;;;43;ULISSES JUNIOR;;140;DESPESAS REPRESENTANTE;165,5;0;0;0;=(K815+L815-M815-N815);106;PED?GIO;
4;05/04/2024;05/04/2024;;;;36;ARTHUR BARCELOS;;140;DESPESAS REPRESENTANTE;1013,95;0;0;0;=(K816+L816-M816-N816);107;OUTRAS DESPESAS;
4;05/04/2024;05/04/2024;;;;42;GIANCARLO FERREIRA;;140;DESPESAS REPRESENTANTE;653;0;0;0;=(K817+L817-M817-N817);108;HOTEL;
4;05/04/2024;05/04/2024;;;;42;GIANCARLO FERREIRA;;140;DESPESAS REPRESENTANTE;3309,91;0;0;0;=(K818+L818-M818-N818);110;ABASTECIMENTO;
4;05/04/2024;05/04/2024;;;;47;RONDINELI MARTINS;;140;DESPESAS REPRESENTANTE;379,8;0;0;0;=(K819+L819-M819-N819);106;PED?GIO;
4;05/04/2024;05/04/2024;;;;47;RONDINELI MARTINS;;140;DESPESAS REPRESENTANTE;553,04;0;0;0;=(K820+L820-M820-N820);109;REFEI??O;
4;05/04/2024;05/04/2024;;;;47;RONDINELI MARTINS;;140;DESPESAS REPRESENTANTE;2656,66;0;0;0;=(K821+L821-M821-N821);110;ABASTECIMENTO;
4;05/04/2024;05/04/2024;;;;47;RONDINELI MARTINS;;140;DESPESAS REPRESENTANTE;555,6;0;0;0;=(K822+L822-M822-N822);107;OUTRAS DESPESAS;
4;05/04/2024;05/04/2024;;;;291;GUSTAVO BRITO;;140;DESPESAS REPRESENTANTE;331,06;0;0;0;=(K823+L823-M823-N823);109;REFEI??O;
4;05/04/2024;05/04/2024;;;;291;GUSTAVO BRITO;;140;DESPESAS REPRESENTANTE;2195,99;0;0;0;=(K824+L824-M824-N824);110;ABASTECIMENTO;
4;05/04/2024;05/04/2024;;;;291;GUSTAVO BRITO;;140;DESPESAS REPRESENTANTE;200,8;0;0;0;=(K825+L825-M825-N825);107;OUTRAS DESPESAS;
4;05/04/2024;05/04/2024;;;;36;ARTHUR BARCELOS;;140;DESPESAS REPRESENTANTE;63,2;0;0;0;=(K826+L826-M826-N826);106;PED?GIO;
4;05/04/2024;05/04/2024;;;;42;GIANCARLO FERREIRA;;140;DESPESAS REPRESENTANTE;65,8;0;0;0;=(K827+L827-M827-N827);106;PED?GIO;
4;05/04/2024;05/04/2024;;;;36;ARTHUR BARCELOS;;140;DESPESAS REPRESENTANTE;484,14;0;0;0;=(K828+L828-M828-N828);109;REFEI??O;
4;05/04/2024;05/04/2024;;;;36;ARTHUR BARCELOS;;140;DESPESAS REPRESENTANTE;2975,02;0;0;0;=(K829+L829-M829-N829);110;ABASTECIMENTO;
4;05/04/2024;05/04/2024;;;;36;ARTHUR BARCELOS;;140;DESPESAS REPRESENTANTE;1155;0;0;0;=(K830+L830-M830-N830);108;HOTEL;
4;05/04/2024;05/04/2024;05/04/2024;;;59;CLAUDIO PAGAN;;140;DESPESAS REPRESENTANTE;1562;0;0;1562;=(K831+L831-M831-N831);108;HOTEL;
4;05/04/2024;05/04/2024;05/04/2024;;;215;SILAS;;140;DESPESAS REPRESENTANTE;5015,24;0;0;5015,24;=(K832+L832-M832-N832);110;ABASTECIMENTO;
4;05/04/2024;05/04/2024;05/04/2024;;;215;SILAS;;140;DESPESAS REPRESENTANTE;336,04;0;0;336,04;=(K833+L833-M833-N833);108;HOTEL;
4;05/04/2024;05/04/2024;05/04/2024;;;215;SILAS;;140;DESPESAS REPRESENTANTE;962,7;0;0;962,7;=(K834+L834-M834-N834);109;REFEI??O;
4;05/04/2024;05/04/2024;05/04/2024;;;57;ANDERSON RIMOLDI;;140;DESPESAS REPRESENTANTE;2086,43;0;0;2086,43;=(K835+L835-M835-N835);110;ABASTECIMENTO;
4;05/04/2024;05/04/2024;05/04/2024;;;57;ANDERSON RIMOLDI;;140;DESPESAS REPRESENTANTE;710,5;0;0;710,5;=(K836+L836-M836-N836);108;HOTEL;
4;05/04/2024;05/04/2024;05/04/2024;;;215;SILAS;;140;DESPESAS REPRESENTANTE;1420,5;0;0;1420,5;=(K837+L837-M837-N837);106;PED?GIO;
4;05/04/2024;05/04/2024;05/04/2024;;;59;CLAUDIO PAGAN;;140;DESPESAS REPRESENTANTE;3610;0;0;3610;=(K838+L838-M838-N838);107;OUTRAS DESPESAS;
4;05/04/2024;05/04/2024;05/04/2024;;;56;RAFAEL FABRICIO;;140;DESPESAS REPRESENTANTE;600;0;0;600;=(K839+L839-M839-N839);107;OUTRAS DESPESAS;
4;05/04/2024;05/04/2024;;;;40;FERNANDO COLAUTO;;140;DESPESAS REPRESENTANTE;696,22;0;0;0;=(K840+L840-M840-N840);109;REFEI??O;
4;05/04/2024;05/04/2024;05/04/2024;;;57;ANDERSON RIMOLDI;;140;DESPESAS REPRESENTANTE;562,5;0;0;562,5;=(K841+L841-M841-N841);109;REFEI??O;
4;05/04/2024;05/04/2024;05/04/2024;;;56;RAFAEL FABRICIO;;140;DESPESAS REPRESENTANTE;1289,56;0;0;1289,56;=(K842+L842-M842-N842);110;ABASTECIMENTO;
4;05/04/2024;05/04/2024;05/04/2024;;;215;SILAS;;140;DESPESAS REPRESENTANTE;517;0;0;517;=(K843+L843-M843-N843);107;OUTRAS DESPESAS;
4;05/04/2024;05/04/2024;05/04/2024;;;318;PAULO DANTAS;;140;DESPESAS REPRESENTANTE;652,69;0;0;652,69;=(K844+L844-M844-N844);109;REFEI??O;
4;05/04/2024;05/04/2024;05/04/2024;;;318;PAULO DANTAS;;140;DESPESAS REPRESENTANTE;1193,54;0;0;1193,54;=(K845+L845-M845-N845);110;ABASTECIMENTO;
4;05/04/2024;05/04/2024;05/04/2024;;;318;PAULO DANTAS;;140;DESPESAS REPRESENTANTE;540;0;0;540;=(K846+L846-M846-N846);108;HOTEL;
4;05/04/2024;07/03/2024;05/04/2024;21433/02;21433;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;19670;0;0;19670;=(K847+L847-M847-N847);121;ERVA MATE TIPO A E PALITO;
4;05/04/2024;08/04/2024;08/04/2024;;;139;COLABORADORES;;136;RH;550;0;0;550;=(K848+L848-M848-N848);127;FESTA ANIVERSARIANTE;
4;05/04/2024;08/04/2024;08/04/2024;;;74;GOVERNO;;135;IMPOSTOS;88,4;0;0;88,4;=(K849+L849-M849-N849);119;IMPOSTOS MUNICIPAIS;
4;05/04/2024;04/04/2024;05/04/2024;;;74;GOVERNO;;135;IMPOSTOS;12,32;0;0;12,32;=(K850+L850-M850-N850);118;ST;
4;05/04/2024;05/04/2024;05/04/2024;;;326;COMPANHIA SULAMERICANA DE DISTRIBUICAO;CHURRASCO DO DIA 05/04;107;MATERIAIS DE CONSUMO;349,4;0;0;349,4;=(K851+L851-M851-N851);98;DIVERSOS;
4;05/04/2024;03/04/2024;05/04/2024;;;308;CROPFERT INDUSTRIA DE FERTILIZANTES E AGROQUIMICOS;;130;DIVERSOS;200;0;0;200;=(K852+L852-M852-N852);204;PALLET;
4;05/04/2024;04/04/2024;05/04/2024;;;91;FRETE CARREGAMENTO;;150;ABASTECIMENTO SP;3500;0;0;3500;=(K853+L853-M853-N853);13;FRETES;
4;05/04/2024;05/02/2024;05/04/2024;657834/03;657834;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;11660,8;0;0;11660,8;=(K854+L854-M854-N854);17;ESPECIARIAS;
4;05/04/2024;05/02/2024;05/04/2024;10739/05;10739;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;7126,72;0;0;7126,72;=(K855+L855-M855-N855);8;EMBALAGENS;
4;05/04/2024;22/03/2024;05/04/2024;;;73;BRASPRESS TRANSPORTES URGENTES LTDA;;108;FRETES;451,22;0;0;451,22;=(K856+L856-M856-N856);13;FRETES;
4;05/04/2024;22/03/2024;05/04/2024;;;73;BRASPRESS TRANSPORTES URGENTES LTDA;;108;FRETES;247,53;0;0;247,53;=(K857+L857-M857-N857);13;FRETES;
4;06/04/2024;21/02/2024;08/04/2024;136/03;;6;E GUILLEN DE MELO ME;;129;PRODUTO;18233,34;0;0;18233,34;=(K858+L858-M858-N858);2;BOMBAS E COPOS;
4;06/04/2024;07/03/2024;08/04/2024;662831/01;662831;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;21367,34;0;0;21367,34;=(K859+L859-M859-N859);17;ESPECIARIAS;
4;06/04/2024;07/03/2024;08/04/2024;138/02;;6;E GUILLEN DE MELO ME;;129;PRODUTO;44700;0;0;44700;=(K860+L860-M860-N860);2;BOMBAS E COPOS;
4;07/04/2024;08/03/2024;08/04/2024;663112/01;663112;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;10415,07;0;0;10415,07;=(K861+L861-M861-N861);17;ESPECIARIAS;
4;08/04/2024;26/02/2024;08/04/2024;21208/03;21208;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;17550;0;0;17550;=(K862+L862-M862-N862);121;ERVA MATE TIPO A E PALITO;
4;08/04/2024;23/02/2024;08/04/2024;660406/02;660406;28;DUAS RODAS INDUSTRIAL S.A.;;104;MATERIA PRIMA;9438,21;0;0;9438,21;=(K863+L863-M863-N863);17;ESPECIARIAS;
4;08/04/2024;26/02/2024;08/04/2024;KIT TROTS/4;409;9;INVENT ARTE E PROPAGANDA LTDA;;133;PUBLICIDADE;12150;0;0;12150;=(K864+L864-M864-N864);15;ADESIVO;
4;08/04/2024;16/02/2024;08/04/2024;10865/03;10865;247;NOBRE LAMINADOS PLASTICOS LTDA;;104;MATERIA PRIMA;33499,09;0;0;33499,09;=(K865+L865-M865-N865);8;EMBALAGENS;
4;08/04/2024;19/03/2024;08/04/2024;11144/01;11144;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;8987,15;0;0;8987,15;=(K866+L866-M866-N866);8;EMBALAGENS;
4;08/04/2024;04/04/2024;08/04/2024;;;70;MERCADO SAO PEDRO;;130;DIVERSOS;398,73;0;0;398,73;=(K867+L867-M867-N867);102;MANTIMENTOS;
4;09/04/2024;05/04/2024;09/04/2024;;;74;GOVERNO;;135;IMPOSTOS;207,53;0;0;207,53;=(K868+L868-M868-N868);118;ST;
4;09/04/2024;08/04/2024;09/04/2024;;;325;A2G TRANSPORTES LTDA;;108;FRETES;105,5;0;0;105,5;=(K869+L869-M869-N869);13;FRETES;
4;09/04/2024;05/04/2024;09/04/2024;;;74;GOVERNO;;135;IMPOSTOS;2780,28;0;0;2780,28;=(K870+L870-M870-N870);45;ICMS - ST MG;
4;09/04/2024;05/04/2024;09/04/2024;;;74;GOVERNO;;135;IMPOSTOS;10688,63;0;0;10688,63;=(K871+L871-M871-N871);43;ICMS - ST SP;
4;09/04/2024;08/04/2024;09/04/2024;;;74;GOVERNO;;135;IMPOSTOS;26,58;0;0;26,58;=(K872+L872-M872-N872);118;ST;
4;10/04/2024;04/04/2024;10/04/2024;;;238;TSG SPORTS LTDA;;108;FRETES;150;0;0;150;=(K873+L873-M873-N873);13;FRETES;
4;10/04/2024;03/04/2024;10/04/2024;;2188;175;W. M. de Lima - Consultoria e Projetos de Engenhar;;59;CONSULTORIAS;620;0;0;620;=(K874+L874-M874-N874);151;EXAME PERIODICO;
4;10/04/2024;03/04/2024;10/04/2024;;;94;CLEVERSON A BERTTI FARMACIA ME;;136;RH;51,13;0;0;51,13;=(K875+L875-M875-N875);31;FARMACIA;
4;10/04/2024;03/04/2024;10/04/2024;;;94;CLEVERSON A BERTTI FARMACIA ME;;136;RH;662,03;0;0;662,03;=(K876+L876-M876-N876);31;FARMACIA;
4;10/04/2024;08/04/2024;10/04/2024;185;;313;FERNANDO TEUBER;;136;RH;12000;0;0;12000;=(K877+L877-M877-N877);26;CONSULTORIA;
4;10/04/2024;08/04/2024;10/04/2024;;;77;NEW FLASH IMPRESSORA;;132;FIXO;147;0;0;147;=(K878+L878-M878-N878);32;IMPRESSORA;
4;10/04/2024;08/04/2024;10/04/2024;;;138; TEK PONTO SISTEMAS DE INFORMACAO LT;;136;RH;79,58;0;0;79,58;=(K879+L879-M879-N879);84;REL?GIO PONTO;
4;10/04/2024;09/04/2024;10/04/2024;;;74;GOVERNO;;135;IMPOSTOS;79,57;0;0;79,57;=(K880+L880-M880-N880);118;ST;
4;10/04/2024;08/04/2024;10/04/2024;;;88;EDUARDO HENRIQUE DOMINGUES - CTE;;142;ABASTECIMENTO MT;680;0;0;680;=(K881+L881-M881-N881);23;MANIFESTO;
4;10/04/2024;10/04/2024;10/04/2024;;;91;FRETE CARREGAMENTO;FERNANDO;145;ABASTECIMENTO PR;300;0;0;300;=(K882+L882-M882-N882);13;FRETES;
4;10/04/2024;10/04/2024;10/04/2024;;;139;COLABORADORES;;136;RH;900;0;0;900;=(K883+L883-M883-N883);6;CHAPA;
4;10/04/2024;08/04/2024;10/04/2024;;;328;MITRA ARQUIDIOCESANA DE MARINGA ARQUIDIOCESE DE MA;SOLICITADO POR FERNANDO;133;PUBLICIDADE;1000;0;0;1000;=(K884+L884-M884-N884);60;MATERIAL PUBLICITARIO;
4;10/04/2024;20/11/2023;10/04/2024;;;114;ALMIR CAMBRA;;133;PUBLICIDADE;2500;0;0;2500;=(K885+L885-M885-N885);36;PUBLI ALMIR CAMBRA;
4;10/04/2024;28/03/2024;10/04/2024;;;79;14 DE DEZEMBRO;;132;FIXO;786,9;0;0;786,9;=(K886+L886-M886-N886);28;HONORARIO CONTABIL;
4;10/04/2024;28/03/2024;10/04/2024;;;79;14 DE DEZEMBRO;;132;FIXO;800;0;0;800;=(K887+L887-M887-N887);28;HONORARIO CONTABIL;
4;10/04/2024;28/03/2024;10/04/2024;;;78;MEGA SYSTEM;;132;FIXO;282,4;0;0;282,4;=(K888+L888-M888-N888);27;SISTEMA;
4;10/04/2024;28/03/2024;10/04/2024;;;79;14 DE DEZEMBRO;;132;FIXO;4417,9;0;0;4417,9;=(K889+L889-M889-N889);28;HONORARIO CONTABIL;
4;10/04/2024;11/03/2024;10/04/2024;11971/02;11971;11;ILUMET ILUMINACAO LTDA;;129;PRODUTO;3900;0;0;3900;=(K890+L890-M890-N890);2;BOMBAS E COPOS;
4;10/04/2024;06/03/2024;10/04/2024;756/02;756;64;RB COMERCIO E INDUSTRIA LTDA;;104;MATERIA PRIMA;8696,49;0;0;8696,49;=(K891+L891-M891-N891);38;LIMAO TRITURADO;
4;11/04/2024;12/03/2024;11/04/2024;;;181;SANTA MARIA;;133;PUBLICIDADE;350;0;0;350;=(K892+L892-M892-N892);60;MATERIAL PUBLICITARIO;
4;11/04/2024;14/03/2024;11/04/2024;21517/02;21517;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;15995;0;0;15995;=(K893+L893-M893-N893);121;ERVA MATE TIPO A E PALITO;
4;11/04/2024;14/03/2024;11/04/2024;21533/02;21533;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;15150;0;0;15150;=(K894+L894-M894-N894);121;ERVA MATE TIPO A E PALITO;
4;11/04/2024;10/04/2024;11/04/2024;;;87;SIND DOS TRAB NA MOV DE MERC EM GERAL DE JANDAIA D;;130;DIVERSOS;745;0;0;745;=(K895+L895-M895-N895);6;CHAPA;
4;11/04/2024;10/04/2024;11/04/2024;;;91;FRETE CARREGAMENTO;GIANCARLO;162;ABASTECIMENTO MS;2200;0;0;2200;=(K896+L896-M896-N896);13;FRETES;
4;11/04/2024;04/04/2024;11/04/2024;;;10;CARLOS RODRIGO MARTINS DE FREITAS 07582085965;;129;PRODUTO;8802;0;0;8802;=(K897+L897-M897-N897);96;GARRAFAS ENCOURADAS;
4;11/04/2024;11/04/2024;11/04/2024;;;298;TECMAR TRANSPORTES LTDA.;;108;FRETES;1745,52;0;0;1745,52;=(K898+L898-M898-N898);13;FRETES;
4;11/04/2024;10/04/2024;11/04/2024;;;74;GOVERNO;;135;IMPOSTOS;83,68;0;0;83,68;=(K899+L899-M899-N899);118;ST;
4;11/04/2024;11/04/2024;11/04/2024;;;91;FRETE CARREGAMENTO;ANDERSON;145;ABASTECIMENTO PR;2000;0;0;2000;=(K900+L900-M900-N900);13;FRETES;
4;11/04/2024;28/03/2024;11/04/2024;21732/01;21732;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;15855;344,05;0;16199,05;=(K901+L901-M901-N901);121;ERVA MATE TIPO A E PALITO;
4;11/04/2024;09/04/2024;11/04/2024;;;240;WAGNER DLUGOSZ DONATO 00896841928;;133;PUBLICIDADE;6000;0;0;6000;=(K902+L902-M902-N902);59;AGENCIA DE PUBLICIDADE;
4;11/04/2024;12/01/2024;11/04/2024;;;263;DELALIBERA E PRADO ADVOGADOS ASSOCIADOS;;59;CONSULTORIAS;3000;0;0;3000;=(K903+L903-M903-N903);184;ACESSORIA JUR?DICA;
4;11/04/2024;22/03/2024;11/04/2024;11176/01;11176;247;NOBRE LAMINADOS PLASTICOS LTDA;;131;INSUMOS;20349,04;0;0;20349,04;=(K904+L904-M904-N904);8;EMBALAGENS;
4;11/04/2024;21/03/2024;11/04/2024;;;101;BELA KOMPRA DISTRIBUIDORA - EIRELI;;130;DIVERSOS;627,04;0;0;627,04;=(K905+L905-M905-N905);34;PAPEL TOALHA / PAPEL HIGIENICO;
4;12/04/2024;15/03/2024;12/04/2024;4428/01;4428;252;EBRALI DISTRIBUIDORA DE ALIMENTOS LTDA;;104;MATERIA PRIMA;2912,5;0;0;2912,5;=(K906+L906-M906-N906);17;ESPECIARIAS;
4;12/04/2024;28/03/2024;12/04/2024;;;73;BRASPRESS TRANSPORTES URGENTES LTDA;;108;FRETES;2311,63;0;0;2311,63;=(K907+L907-M907-N907);13;FRETES;
4;12/04/2024;15/03/2024;12/04/2024;21536/02;21536;149;COMPANHIA PARANAENSE DO MATTE LTDA;;104;MATERIA PRIMA;2416,66;0;0;2416,66;=(K908+L908-M908-N908);121;ERVA MATE TIPO A E PALITO;
4;12/04/2024;21/03/2024;12/04/2024;171/02;171;12;ALEX FREITAS DE AGUIAR EIRELI;;104;MATERIA PRIMA;7308,38;0;0;7308,38;=(K909+L909-M909-N909);69;BURRITO E MENTA;
4;12/04/2024;12/04/2024;12/04/2024;;;329;J LIMA TRANSPORTES;;130;DIVERSOS;300;0;0;300;=(K910+L910-M910-N910);204;PALLET;
4;12/04/2024;05/04/2024;12/04/2024;;;100;CORREIOS;;141;ECOMMERCE;4878,2;0;0;4878,2;=(K911+L911-M911-N911);13;FRETES;
4;12/04/2024;12/04/2024;12/04/2024;;;74;GOVERNO;;135;IMPOSTOS;175,02;0;0;175,02;=(K912+L912-M912-N912);118;ST;
